,Title,Body,Id,Len_tags,New_len_tags,Tags,Title_bow_lem,Text_bow_lem,Length_bow_title,Length_bow_text,Text_Title
9359,Who sets response content-type in Spring MVC (@ResponseBody),"<p>I'm having in my Annotation driven Spring MVC Java web application runned on jetty web server (currently in maven jetty plugin).</p>

<p>I'm trying to do some AJAX support with one controller method returning just String help text. Resources are in UTF-8 encoding and so is the string, but my response from server comes with </p>

<pre><code>content-encoding: text/plain;charset=ISO-8859-1 
</code></pre>

<p>even when my browser sends </p>

<pre><code>Accept-Charset  windows-1250,utf-8;q=0.7,*;q=0.7
</code></pre>

<p>I'm using somehow default configuration of spring</p>

<p>I have found a hint to add this bean to the configuration, but I think it's just not used, because it says it does not support the encoding and a default one is used instead.</p>

<pre><code>&lt;bean class=""org.springframework.http.converter.StringHttpMessageConverter""&gt;
    &lt;property name=""supportedMediaTypes"" value=""text/plain;charset=UTF-8"" /&gt;
&lt;/bean&gt;
</code></pre>

<p>My controller code is (note that this change of response type is not working for me):</p>

<pre><code>@RequestMapping(value = ""ajax/gethelp"")
public @ResponseBody String handleGetHelp(Locale loc, String code, HttpServletResponse response) {
    log.debug(""Getting help for code: "" + code);
    response.setContentType(""text/plain;charset=UTF-8"");
    String help = messageSource.getMessage(code, null, loc);
    log.debug(""Help is: "" + help);
    return help;
}
</code></pre>
",3616359,4,1,['java'],response content type spring mvc responsebody,annotation spring mvc java web application jetty web server maven jetty plugin support controller method string help text resource utf encoding string response server browser default configuration springi hint bean configuration encoding default controller code change response type,6,38,response content type spring mvc responsebody annotation spring mvc java web application jetty web server maven jetty plugin support controller method string help text resource utf encoding string response server browser default configuration springi hint bean configuration encoding default controller code change response type
20729,Is there a C# IN operator?,"<p>In SQL, you can use the following syntax:</p>

<pre><code>SELECT *
FROM MY_TABLE
WHERE VALUE_1 IN (1, 2, 3)
</code></pre>

<p>Is there an equivalent in C#?  The IDE seems to recognise ""in"" as a keyword, but I don't seem to be able to find any information on it.</p>

<p>So, is it possible to do something like the following:</p>

<pre><code>int myValue = 1;
if (myValue in (1, 2, 3))
    // Do something
</code></pre>

<p>Instead of</p>

<pre><code>int myValue = 1;
if (myValue == 1 || myValue == 2 || myValue == 3)
    // Do something
</code></pre>
",3164998,4,2,"['c#', 'sql']",operator,sql syntax equivalent ide keyword don information,1,7,operator sql syntax equivalent ide keyword don information
17765,How performant is StackFrame?,"<p>I am considering using something like <code>StackFrame stackFrame = new StackFrame(1)</code> to log the executing method, but I don't know about its performance implications. Is the stack trace something that is build anyway with each method call so performance should not be a concern or is it something that is only build when asked for it? Do you recommend against it in an application where performance is very important? If so, does that mean I should disable it for the release?</p>
",1348643,4,2,"['c#', '.net']",performant,method don performance implication stack trace method call performance concern application performance release,1,13,performant method don performance implication stack trace method call performance concern application performance release
5681,Synchronising twice on the same object?,"<p>I was wondering if in Java I would get any odd behaviour if I synchronise twice on the same object?</p>

<p>The scenario is as follows</p>

<pre><code>pulbic class SillyClassName {

    object moo;
    ...
    public void method1(){
        synchronized(moo)
        {
            ....
            method2();
            ....
        }
    }

    public void method2(){
        synchronized(moo)
        {
            doStuff();
        }
    }
}
</code></pre>

<p>Both methods use the object and are synchronised on it. Will the second method when called by the first method stop because it's locked?</p>

<p>I don't think so because it's the same thread but I'm unsure of any other odd results that might occur.</p>
",249867,4,1,['java'],object,java behaviour object scenario followsboth method object method method don thread result,1,12,object java behaviour object scenario followsboth method object method method don thread result
21707,Strange UIView-Encapsulated-Layout-Height Error,"<p>I'm making test application, so in my tableviewCell in storyboard I have <strong>imageView</strong> &amp; <strong>webView</strong> (webview to show html-text). </p>

<p>I set constraints like top/left/right/height=200 for <strong>imageView</strong>, spacing=5 between them &amp; left/right/bot for <strong>webView</strong>, so I want to calculate my <strong>webView</strong> height programmatically and then change cell's height to stretch my <strong>webView</strong>. But I got this :</p>

<pre><code>Unable to simultaneously satisfy constraints.

Probably at least one of the constraints in the following list is one you don't want.

Try this:

    (1) look at each constraint and try to figure out which you don't expect;
    (2) find the code that added the unwanted constraint or constraints &amp; fix it. (Note: If you're seeing NSAutoresizingMaskLayoutConstraints that you don't understand, refer to the documentation for the UIView property

    translatesAutoresizingMaskIntoConstraints) 
    (
        ""&lt;NSLayoutConstraint:0x7fd6f3773f90 V:[UIImageView:0x7fd6f3773e90(200)]&gt;"",
        ""&lt;NSLayoutConstraint:0x7fd6f3774280 UIImageView:0x7fd6f3773e90.top == UITableViewCellContentView:0x7fd6f3462710.topMargin&gt;"",
        ""&lt;NSLayoutConstraint:0x7fd6f3774320 V:[UIImageView:0x7fd6f3773e90]-(5)-[UIWebView:0x7fd6f3462800]&gt;"",
        ""&lt;NSLayoutConstraint:0x7fd6f3774370 UITableViewCellContentView:0x7fd6f3462710.bottomMargin == UIWebView:0x7fd6f3462800.bottom&gt;"",
        ""&lt;NSLayoutConstraint:0x7fd6f375ee40 'UIView-Encapsulated-Layout-Height' V:[UITableViewCellContentView:0x7fd6f3462710(205)]&gt;""
    )
</code></pre>

<p>Any suggestions?</p>
",28410309,5,2,"['ios', 'objective-c']",uiview height error,test application tableviewcell imageview webview webview html text constraint top height imageview bot webview webview height cell height webview suggestion,3,20,uiview height error test application tableviewcell imageview webview webview html text constraint top height imageview bot webview webview height cell height webview suggestion
3396,Uncaught TypeError: data.push is not a function,"<p>I am trying to push </p>

<pre><code>data.push({""country"": ""IN""});
</code></pre>

<p>as new id and value to a json string. but it gives the following error</p>

<pre><code>Uncaught TypeError: data.push is not a function

data{""name"":""ananta"",""age"":""15""}
</code></pre>

<p>Advance Thanks for your reply</p>
",29696572,3,2,"['javascript', 'jquery']",typeerror datum function,i d value json string erroradvance thank reply,3,8,typeerror datum function i d value json string erroradvance thank reply
14168,"Unexpected namespace prefix ""xmlns"" found for tag LinearLayout","<p>I am having an error in following xml file. <em>""Unexpected namespace prefix ""xmlns"" found for tag LinearLayout""</em>. I tried the solutions provided in other similar questions also but it didn't work for me. Same error is occurring in 3 lines where <code>LinearLayout</code> is used.</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;ScrollView xmlns:android=""http://schemas.android.com/apk/res/android""
    android:layout_width=""fill_parent""
    android:layout_height=""wrap_content""
    android:background=""@drawable/background"" &gt;

    &lt;LinearLayout
        xmlns:android=""http://schemas.android.com/apk/res/android""
        android:layout_width=""fill_parent""
        android:layout_height=""fill_parent""
        android:orientation=""vertical"" &gt;

        &lt;TextView
            android:id=""@+id/menu_top_text""
            android:layout_width=""wrap_content""
            android:layout_height=""wrap_content""
            android:text=""@string/name_version""
            android:textColor=""@color/black""
            android:textSize=""20sp"" /&gt;

        &lt;LinearLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:orientation=""horizontal"" &gt;
        &lt;/LinearLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""30px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;LinearLayout
            xmlns:android=""http://schemas.android.com/apk/res/android""
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:gravity=""center_horizontal""
            android:orientation=""vertical"" &gt;

            &lt;LinearLayout
                xmlns:android=""http://schemas.android.com/apk/res/android""
                android:layout_width=""fill_parent""
                android:layout_height=""wrap_content""
                android:gravity=""center""
                android:orientation=""horizontal"" &gt;

                &lt;Button
                    android:id=""@+id/start_stop_button""
                    android:layout_width=""74dp""
                    android:layout_height=""74dp""
                    android:text=""@string/start_server"" /&gt;

                &lt;Button
                    android:id=""@+id/instructions""
                    android:layout_width=""120dp""
                    android:layout_height=""74dp""
                    android:text=""@string/instructions_label"" /&gt;

                &lt;Button
                    android:id=""@+id/setup""
                    android:layout_width=""74dp""
                    android:layout_height=""74dp""
                    android:text=""@string/setup_label"" /&gt;
            &lt;/LinearLayout&gt;
        &lt;/LinearLayout&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""30px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1px""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""10px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;TableLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:shrinkColumns=""2"" &gt;

            &lt;TableRow&gt;

                &lt;TextView
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:gravity=""left""
                    android:text=""@string/server_status""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;

                &lt;TextView
                    android:id=""@+id/server_status""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:text=""@string/unknown""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
            &lt;/TableRow&gt;
        &lt;/TableLayout&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""10px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1px""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""10px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;TableLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:shrinkColumns=""2"" &gt;

            &lt;TableRow&gt;

                &lt;TextView
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:gravity=""left""
                    android:text=""@string/my_url_is""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;

                &lt;TextView
                    android:id=""@+id/ip_address""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:text=""@string/no_url_yet""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
            &lt;/TableRow&gt;

            &lt;TableRow&gt;

                &lt;TextView
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:gravity=""left""
                    android:text=""@string/wifi_status""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;

                &lt;TextView
                    android:id=""@+id/wifi_status""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:text=""@string/unknown""
                    android:textColor=""@color/black""
                    android:textSize=""16sp"" /&gt;
            &lt;/TableRow&gt;

            &lt;TableRow&gt;

                &lt;TextView
                    android:id=""@+id/last_error_label""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:gravity=""left""
                    android:text=""@string/last_error""
                    android:textSize=""16sp""
                    android:visibility=""gone"" /&gt;
                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;

                &lt;TextView
                    android:id=""@+id/last_error""
                    android:layout_width=""wrap_content""
                    android:layout_height=""wrap_content""
                    android:text=""@string/unknown""
                    android:textColor=""#ff0000""
                    android:textSize=""16sp""
                    android:visibility=""gone"" /&gt;
            &lt;/TableRow&gt;
        &lt;/TableLayout&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""10px"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1px""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!--
          &lt;TextView android:id=""@+id/proxy_header""
        android:layout_height=""wrap_content""
        android:layout_width=""wrap_content""
        android:text=""@string/proxy_experimental""
        android:textSize=""16sp""
        /&gt;
        --&gt;

        &lt;TableLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:shrinkColumns=""2"" &gt;

            &lt;TableRow&gt;

                &lt;!--
                 &lt;TextView
                android:layout_height=""wrap_content""
                android:layout_width=""wrap_content""
                android:text=""@string/proxy_status""
                android:textSize=""16sp""
                android:gravity=""left""
                /&gt;
                --&gt;
                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;
            &lt;/TableRow&gt;

            &lt;TableRow&gt;

                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;
            &lt;/TableRow&gt;

            &lt;TableRow&gt;

                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;
            &lt;/TableRow&gt;

            &lt;TableRow&gt;

                &lt;!-- A small spacer between the columns --&gt;

                &lt;FrameLayout
                    android:layout_width=""3sp""
                    android:layout_height=""wrap_content"" /&gt;
            &lt;/TableRow&gt;
        &lt;/TableLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1dp""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1dp""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;LinearLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:orientation=""horizontal""
            android:visibility=""gone"" &gt;

            &lt;TextView
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""
                android:text=""@string/server_log""
                android:textColor=""#ffffff"" /&gt;

            &lt;CheckBox
                android:id=""@+id/server_log_checkbox""
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""
                android:checked=""false"" /&gt;
        &lt;/LinearLayout&gt;

        &lt;TextView
            android:id=""@+id/server_log""
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:background=""#333333"" /&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1dp""
            android:background=""#666666""
            android:visibility=""gone"" &gt;
        &lt;/FrameLayout&gt;

        &lt;LinearLayout
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:orientation=""horizontal""
            android:visibility=""gone"" &gt;

            &lt;TextView
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""
                android:text=""@string/session_monitor""
                android:textColor=""#ffffff""
                android:visibility=""gone"" /&gt;

            &lt;CheckBox
                android:id=""@+id/session_monitor_checkbox""
                android:layout_width=""wrap_content""
                android:layout_height=""wrap_content""
                android:checked=""false""
                android:visibility=""gone"" /&gt;
        &lt;/LinearLayout&gt;

        &lt;TextView
            android:id=""@+id/session_monitor""
            android:layout_width=""fill_parent""
            android:layout_height=""wrap_content""
            android:background=""#333333""
            android:visibility=""gone"" /&gt;

        &lt;!-- A horizontal line --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""1dp""
            android:background=""#666666"" &gt;
        &lt;/FrameLayout&gt;

        &lt;!-- It's visually pleasing to have some empty space at the bottom --&gt;

        &lt;FrameLayout
            android:layout_width=""fill_parent""
            android:layout_height=""15dp"" /&gt;
    &lt;/LinearLayout&gt;

&lt;/ScrollView&gt;
</code></pre>
",14916638,4,1,['android'],namespace prefix xmlns tag linearlayout,error xml file namespace prefix xmlns tag linearlayout solution question work error line,5,13,namespace prefix xmlns tag linearlayout error xml file namespace prefix xmlns tag linearlayout solution question work error line
2582,How to iterate over an array and remove elements in JavaScript,"<p>I have an array of elements and need to remove certain ones from it. The problem is that JavaScript doesn't seem to have a for each loop and if I use a for loop I run into problems with it basically trying to check elements beyond the bounds of the array, or missing elements in the array because the indexes change. Let me show you what I mean:</p>

<pre><code>var elements = [1, 5, 5, 3, 5, 2, 4];
for(var i = 0; i &lt; elements.length; i++){
    if(elements[i] == 5){
        elements.splice(i, 1);
    }
}
</code></pre>

<p>The problem is that when elements[1] is removed, elements[2] becomes elements[1]. So first problem is that some elements are never examined. The other problem is that .length changes and if I hard code the bounds, then I might be trying to examine elements beyond the bounds of the array. So what's the best way to do this incredibly simple thing?</p>
",16352546,3,1,['javascript'],array element javascript,array element one problem javascript doesn loop use loop problem element bound array element array index change problem element element element problem element problem length change bound element bound array way thing,3,32,array element javascript array element one problem javascript doesn loop use loop problem element bound array element array index change problem element element element problem element problem length change bound element bound array way thing
11658,Is it possible to compile a program written in Python?,"<p>I am new to the Python programming language. I was wondering if it is possible to compile a program to written in Python.</p>

<p>Is it possible to convert Python scripts to some lower level programming languages which then can be compiled to binary code?</p>

<p>A developer who is considering to code in Python might want to keep the possibility open to be able to go for binary distribution later. </p>
",1957054,2,1,['python'],compile program,python programming language program python script level programming language code developer python possibility distribution,2,14,compile program python programming language program python script level programming language code developer python possibility distribution
33289,Cannot see new files added to my git working directory,"<p>git version 1.7.4.1</p>

<p>I am using git on Ubuntu.</p>

<p>I have copied some files from another directory to my git working directory. Normally would appear under <code>Untracked files</code>. However, they do not appear. So I cannot add them.</p>

<p>When I do a <code>git status</code> the new files are not shown.</p>

<p>I tried to add them by doing <code>git add source.c</code> then tried <code>git status</code>. The file was not show.</p>

<p>So I opened the file and did a <code>save as</code> as the same name. git status still failed to see the file.</p>

<p>I have done a <code>git ls-files</code> and the new files are shown ok.</p>

<p>I have checked the file permissions and they are the same as all the current files in my git directory.</p>

<p>I have never had this problem before.</p>

<p>Many thanks for any suggestions,</p>
",6619883,1,1,['git'],file git directory,git version git ubuntu file directory git directory file file file name git status file file file permission file git directory problem thank suggestion,3,24,file git directory git version git ubuntu file directory git directory file file file name git status file file file permission file git directory problem thank suggestion
3655,npm start error with create-react-app,"<p>I have a project who I didn't touch for 2 weeks. I take it back and now when I try to run <code>npm start</code> I got this error.</p>

<pre><code>&gt; react-scripts start

sh: react-scripts: command not found

npm ERR! Darwin 16.0.0
npm ERR! argv ""/usr/local/bin/node"" ""/usr/local/bin/npm"" ""start""
npm ERR! node v6.7.0
npm ERR! npm  v3.10.3
npm ERR! file sh
npm ERR! code ELIFECYCLE
npm ERR! errno ENOENT
npm ERR! syscall spawn
npm ERR! UpScore@0.6.0 start: `react-scripts start`
npm ERR! spawn ENOENT
npm ERR!
npm ERR! Failed at the UpScore@0.6.0 start script 'react-scripts start'.
npm ERR! Make sure you have the latest version of node.js and npm installed.
npm ERR! If you do, this is most likely a problem with the UpScore package,
npm ERR! not with npm itself.
npm ERR! Tell the author that this fails on your system:
npm ERR!     react-scripts start
npm ERR! You can get information on how to open an issue for this project with:
npm ERR!     npm bugs UpScore
npm ERR! Or if that isn't available, you can get their info via:
npm ERR!     npm owner ls UpScore
npm ERR! There is likely additional logging output above.
</code></pre>

<ul>
<li>node 6.7.0</li>
<li>npm 3.10.3</li>
<li>mac sierra 10.12</li>
</ul>

<p>package.json</p>

<pre><code>{
  ""name"": ""UpScore"",
  ""version"": ""0.6.0"",
  ""private"": true,
  ""devDependencies"": {
    ""react-addons-test-utils"": ""^15.3.1"",
    ""react-scripts"": ""0.4.1"",
    ""react-test-renderer"": ""^15.3.1"",
    ""redux-logger"": ""^2.6.1""
  },
  ""dependencies"": {
    ""@yoshokatana/medium-button"": ""^1.1.0"",
    ""axios"": ""^0.14.0"",
    ""bcrypt"": ""^0.8.7"",
    ""bcrypt-nodejs"": ""0.0.3"",
    ""bcryptjs"": ""^2.3.0"",
    ""body-parser"": ""^1.15.2"",
    ""connect-flash"": ""^0.1.1"",
    ""cookie-parser"": ""^1.4.3"",
    ""draft-js"": ""^0.8.1"",
    ""draft-js-editor"": ""^1.7.2"",
    ""draft-js-export-html"": ""^0.4.0"",
    ""ejs"": ""^2.5.2"",
    ""email-verification"": ""^0.4.5"",
    ""express"": ""^4.14.0"",
    ""express-session"": ""^1.14.1"",
    ""flexboxgrid"": ""^6.3.1"",
    ""highlight.js"": ""^9.6.0"",
    ""immutable"": ""^3.8.1"",
    ""katex"": ""^0.6.0"",
    ""lodash"": ""^4.15.0"",
    ""markdown-it-mathjax"": ""^1.0.3"",
    ""material-ui"": ""^0.15.4"",
    ""medium-editor"": ""^5.22.0"",
    ""minutes-seconds-milliseconds"": ""^1.0.3"",
    ""moment"": ""^2.15.0"",
    ""moment-duration-format"": ""^1.3.0"",
    ""mongod"": ""^1.3.0"",
    ""mongodb"": ""^2.2.9"",
    ""mongoose"": ""^4.6.0"",
    ""monk"": ""^3.1.2"",
    ""morgan"": ""^1.7.0"",
    ""normalize.css"": ""^3.0.3"",
    ""passport"": ""^0.3.2"",
    ""passport-local"": ""^1.0.0"",
    ""react"": ""^15.3.1"",
    ""react-dom"": ""^15.3.1"",
    ""react-markdown"": ""^2.4.2"",
    ""react-medium-editor"": ""^1.8.1"",
    ""react-redux"": ""^4.4.5"",
    ""react-redux-form"": ""^0.14.5"",
    ""react-rich-markdown"": ""^1.0.1"",
    ""react-router"": ""^2.7.0"",
    ""react-router-redux"": ""^4.0.5"",
    ""react-tap-event-plugin"": ""^1.0.0"",
    ""react-tinymce"": ""^0.5.1"",
    ""redux"": ""^3.6.0"",
    ""redux-form"": ""^6.0.5"",
    ""redux-form-material-ui"": ""^4.0.1"",
    ""redux-promise-middleware"": ""^4.0.0"",
    ""redux-thunk"": ""^2.1.0"",
    ""reselect"": ""^2.5.3"",
    ""screenfull"": ""^3.0.2""
  },
  ""scripts"": {
    ""start"": ""react-scripts start"",
    ""start:prod"": ""pushstate-server build"",
    ""build"": ""react-scripts build"",
    ""test"": ""react-scripts test --env=jsdom"",
    ""eject"": ""react-scripts eject"",
    ""server"": ""cd client/api &amp;&amp; pm2 start server.js --watch"",
    ""proxy"": ""http://128.199.139.144:3000""
  },
  ""eslintConfig"": {
    ""extends"": ""./node_modules/react-scripts/config/eslint.js""
  }
}
</code></pre>

<p>I try to clone my repos too and get the same error. If someone can give me some way to find what happen. Thank you</p>
",39959900,3,2,"['javascript', 'reactjs']",npm error react app,project touch week error node npm mac sierra package jsoni repos error way,4,13,npm error react app project touch week error node npm mac sierra package jsoni repos error way
35274,"How to rewrite the protected/private route using TypeScript and React-Router 4, 5 or 6?","<p>I was trying to create a <code>&lt;PrivateRoute&gt;</code> as describe in the react-router <a href=""https://reacttraining.com/react-router/web/example/auth-workflow"" rel=""noreferrer"">documents</a> using TypeScript. Can anyone help me out?</p>
<p><strong>The privateRoute in react-router document:</strong></p>
<pre><code>const PrivateRoute = ({ component: Component, ...rest }) =&gt; (
  &lt;Route {...rest} render={props =&gt; (
    fakeAuth.isAuthenticated ? (
      &lt;Component {...props}/&gt;
    ) : (
      &lt;Redirect to={{pathname: '/login', state: { from: props.location }
   }}/&gt;
  )
 )}/&gt;
)
</code></pre>
<p><strong>Below is my TypeScript version(it won't work) :</strong></p>
<pre><code>const PrivateRoute = (theProps: { path: string, component: React.SFC&lt;RouteComponentProps&lt;any&gt; | undefined&gt; | React.ComponentClass&lt;RouteComponentProps&lt;any&gt; | undefined&gt; }) =&gt; {
    return &lt;Route path={theProps.path} render={props =&gt; (
        fakeAuth.isAuthenticated ? (
            &lt;React.Component {...theProps} /&gt; &lt;!-- **** It will raise error *** --&gt;
        ) : (
                &lt;Redirect to={{
                    pathname: '/',
                    state: { from: props.location }
                }} /&gt;
            )
    )} /&gt;
}
</code></pre>
<p>The <code>&lt;React.Component {...thisProps} /&gt;</code> is not right. The error is: NodeInvocationException: inst.render is not a function
TypeError: inst.render is not a function</p>
",47747754,5,1,['reactjs'],route typescript react router,describe react router typescript privateroute react router document version work error render typeerror render,4,14,route typescript react router describe react router typescript privateroute react router document version work error render typeerror render
